"real-time","909","1113","21","877"
"javabeans","922","1110","21","884"
"nsdictionary","908","1022","21","967"
"weblogic","916","858","21","1201"
"clickonce","913","836","21","1236"
"sinatra","902","824","21","1274"
"install","919","786","21","1366"
"core-graphics","901","770","21","1391"
"amazon-web-services","903","661","21","1653"
"google-analytics","914","609","21","1809"
"android-ndk","911","598","21","1832"
"notifications","920","551","21","1996"
"facebook-graph-api","918","172","21","6428"
"node-js","951","162","20","6807"
"icons","935","616","20","1795"
"jni","934","656","20","1661"
"appstore","952","657","20","1658"
"nsmutablearray","926","652","20","1674"
"hide","930","1019","20","972"
"md5","939","1026","20","961"
"cassandra","928","1028","20","959"
"app-config","945","1070","20","927"
"standards","942","1071","20","926"
"moq","948","1037","20","952"
"hashtable","956","1039","20","951"
"ironpython","929","1119","20","872"
"coordinates","933","1133","20","857"
"mstest","949","1138","20","855"
"lazy-loading","941","1073","20","924"
"accessibility","947","1081","20","913"
"clone","954","1082","20","913"
"integration-testing","940","1094","20","900"
"backgroundworker","937","1088","20","906"
"jruby","955","957","20","1054"
"excel-2007","938","940","20","1081"
"append","932","947","20","1072"
"transparency","927","938","20","1083"
"fortran","946","997","20","1001"
"arguments","953","926","20","1101"
"action","936","910","20","1120"
"tooltip","943","905","20","1124"
"ip-address","925","1177","20","829"
"structure","950","1160","20","845"
"repository-pattern","944","1157","20","846"
"aes","931","1145","20","851"
"parallel","965","1140","19","854"
"classloader","968","1182","19","824"
"mapreduce","978","904","19","1125"
"gallery","969","894","19","1149"
"zoom","977","994","19","1003"
"subdomain","957","962","19","1041"
"simplexml","983","969","19","1036"
"overflow","958","970","19","1036"
"xampp","976","978","19","1028"
"parallel-processing","970","964","19","1038"
"webparts","971","956","19","1058"
"versioning","961","1095","19","900"
"google-api","973","1096","19","900"
"dotnetnuke","972","1086","19","910"
"source","981","1127","19","861"
"wordpress-theming","980","1105","19","889"
"pattern","964","1049","19","942"
"call","974","1044","19","947"
"itextsharp","963","1067","19","928"
"context","962","1056","19","935"
"ipc","982","1021","19","970"
"try-catch","979","1025","19","961"
"scroll","959","630","19","1749"
"cuda","967","605","19","1814"
"char","975","779","19","1377"
"export","960","743","19","1445"
"column","966","818","19","1283"
"report","997","819","18","1282"
"flash-builder","994","790","18","1353"
"save","990","797","18","1343"
"hashmap","995","829","18","1261"
"mkmapview","992","838","18","1233"
"pdf-generation","987","751","18","1436"
"matplotlib","1017","745","18","1443"
"word","998","769","18","1391"
"ejb","996","764","18","1402"
"ascii","993","1027","18","960"
"blogs","1001","1030","18","957"
"replication","1008","1031","18","956"
"protocols","1007","1004","18","989"
"jframe","986","1050","18","941"
"folder","1004","1114","18","876"
"workflow-foundation","991","1128","18","861"
"eclipse-rcp","1011","953","18","1060"
"nsdate","1003","950","18","1065"
"mingw","1016","965","18","1037"
"relational-database","1010","979","18","1028"
"uitextview","985","984","18","1023"
"ssrs-2008","984","861","18","1196"
"kernel","1009","873","18","1175"
"hardware","1002","900","18","1135"
"posix","988","927","18","1099"
"actionscript-2","1005","914","18","1117"
"pattern-matching","1006","916","18","1112"
"nginx","1000","546","18","2010"
"monotouch","989","508","18","2200"
"ado","1012","1183","18","822"
"jpanel","999","1181","18","824"
"port","1014","1178","18","826"
"viewstate","1013","1198","18","811"
"asp-net-3-5","1015","1152","18","848"
"sql-injection","1018","1162","18","845"
"range","1036","1156","17","846"
"desktop-application","1029","1204","17","803"
"classpath","1020","868","17","1183"
"label","1021","881","17","1168"
"subquery","1019","952","17","1062"
"overlay","1037","941","17","1079"
"order","1028","932","17","1095"
"special-characters","1034","1132","17","858"
"innodb","1023","1108","17","886"
"add-in","1026","1069","17","927"
"pygtk","1035","1053","17","938"
"sum","1033","1062","17","931"
"alignment","1032","1063","17","930"
"asp-net-mvc-routing","1031","1007","17","984"
"return","1024","1024","17","965"
"smarty","1039","1014","17","978"
"while-loops","1022","782","17","1372"
"version","1038","859","17","1200"
"subsonic","1027","856","17","1203"
"screen","1025","857","17","1202"
"jms","1030","796","17","1344"
"wordpress-plugin","1040","788","17","1355"
"paperclip","1049","851","16","1210"
"ip","1048","846","16","1216"
"prolog","1046","767","16","1396"
"microsoft","1053","584","16","1886"
"awk","1065","631","16","1747"
"base64","1044","1001","16","995"
"environment-variables","1042","1018","16","972"
"browser-compatibility","1056","1059","16","933"
"repeater","1068","1041","16","949"
"modal-dialog","1070","1085","16","911"
"oledb","1060","1079","16","914"
"image-manipulation","1059","1098","16","897"
"awt","1058","1092","16","902"
"antlr","1069","1118","16","872"
"moss","1063","1116","16","874"
"web-crawler","1051","1137","16","855"
"automated-tests","1066","951","16","1064"
"log","1064","959","16","1053"
"rewrite","1071","988","16","1019"
"submit","1054","882","16","1167"
"monodevelop","1067","1208","16","801"
"this","1041","1201","16","805"
"printf","1062","1202","16","804"
"web-security","1055","1203","16","803"
"prepared-statement","1061","1196","16","812"
"marshalling","1045","1179","16","825"
"limit","1072","1192","16","815"
"wysiwyg","1057","1185","16","821"
"agile","1043","1188","16","817"
"write","1050","1189","16","817"
"axis2","1052","1144","16","851"
"scheduled-tasks","1047","1147","16","850"
"tomcat6","1093","1148","15","849"
"wxwidgets","1088","1151","15","848"
"push","1076","1164","15","842"
"drupal-modules","1090","1169","15","840"
"draggable","1084","1180","15","825"
"tkinter","1083","879","15","1170"
"animate","1074","921","15","1106"
"wicket","1091","991","15","1006"
"selection","1085","1131","15","859"
"console-application","1087","1103","15","892"
"cxf","1089","1104","15","889"
"computer-vision","1073","1078","15","915"
"toggle","1077","1042","15","947"
"line","1078","1035","15","953"
"localhost","1079","1045","15","945"
"buffer","1082","1013","15","978"
"jersey","1094","1008","15","983"
"height","1080","781","15","1372"
"devexpress","1081","752","15","1433"
"cmd","1075","847","15","1215"
"jstl","1086","832","15","1249"
"width","1092","811","15","1292"
"touch","1108","809","14","1304"
"maps","1100","694","14","1543"
"textview","1096","692","14","1552"
"ggplot2","1113","1005","14","986"
"mpmovieplayercontroller","1095","1043","14","947"
"listener","1104","1080","14","914"
"expression","1112","1122","14","871"
"border","1102","1134","14","856"
"ocaml","1105","1117","14","874"
"fork","1099","1111","14","880"
"delphi-7","1098","1106","14","888"
"httpclient","1103","987","14","1021"
"iis-7-5","1109","915","14","1113"
"cmake","1111","863","14","1192"
"selector","1101","1190","14","817"
"media","1107","1205","14","803"
"passenger","1106","1176","14","830"
"panel","1110","1163","14","845"
"facebook-fql","1097","1143","14","853"
"aop","1118","1149","13","849"
"twisted","1131","1168","13","841"
"locale","1120","1172","13","834"
"admin","1125","1197","13","812"
"django-views","1114","912","13","1119"
"wifi","1121","986","13","1021"
"shared-libraries","1127","980","13","1026"
"blob","1133","1107","13","888"
"three20","1129","1109","13","884"
"element","1132","1121","13","871"
"sdl","1116","1135","13","856"
"solaris","1124","1123","13","866"
"dynamics-crm","1117","1130","13","859"
"mapview","1130","1084","13","911"
"row","1126","1076","13","921"
"teamcity","1122","1052","13","939"
"positioning","1128","1003","13","991"
"position","1123","803","13","1327"
"oracle11g","1115","815","13","1289"
"fancybox","1119","780","13","1376"
"imageview","1138","850","12","1211"
"gem","1139","648","12","1683"
"uiimagepickercontroller","1137","1006","12","984"
"jpa-2-0","1142","1023","12","967"
"release","1143","1036","12","952"
"stylesheet","1134","1068","12","928"
"spinner","1151","1066","12","929"
"ioc-container","1147","1129","12","861"
"z-index","1144","1136","12","855"
"exchange","1148","1139","12","855"
"osgi","1146","976","12","1031"
"ninject","1135","949","12","1071"
"uilabel","1150","943","12","1075"
"database-connection","1140","884","12","1161"
"mediaplayer","1136","892","12","1153"
"mathematica","1152","544","12","2012"
"capistrano","1149","1199","12","809"
"bind","1141","1200","12","809"
"imap","1145","1167","12","841"
"android-market","1154","1191","11","817"
"in-app-purchase","1155","975","11","1031"
"internet","1153","1074","11","924"
"monitoring","1158","1089","11","905"
"mouseevent","1157","1055","11","936"
"debian","1160","1034","11","954"
"xml-parsing","1159","689","11","1567"
"facebook-like","1156","705","11","1514"
"nullpointerexception","1161","834","11","1246"
"yii","1164","799","10","1342"
"build-automation","1163","1016","10","977"
"emulator","1162","1060","10","933"
"links","1166","1090","10","904"
"aptana","1167","1100","10","894"
"zend-form","1165","996","10","1001"
"edittext","1169","893","10","1150"
"redirection","1168","1195","10","813"
"constraints","1177","1206","9","802"
"asihttprequest","1170","1207","9","801"
"byte","1175","998","9","1000"
"websocket","1172","937","9","1084"
"android-manifest","1173","958","9","1054"
"salesforce","1178","1101","9","894"
"amazon","1174","1075","9","923"
"common-lisp","1181","1115","9","875"
"html-lists","1180","1047","9","943"
"http-post","1176","1048","9","942"
"cakephp-1-3","1171","762","9","1403"
"c++11","1179","678","9","1603"
"push-notification","1184","1046","8","945"
"centos","1185","1040","8","950"
"broadcastreceiver","1182","1029","8","959"
"webdriver","1183","1174","8","833"
"plone","1186","1150","8","849"
"redis","1189","961","7","1043"
"symfony-1-4","1188","945","7","1074"
"phonegap","1187","322","7","3426"
"devise","1194","494","6","2259"
"iphone-sdk-4-0","1192","156","6","6885"
"titanium","1191","944","6","1074"
"rvm","1190","995","6","1003"
"mongoid","1193","923","6","1105"
"android-asynctask","1196","860","5","1197"
"android-layout","1197","184","5","6169"
"like","1195","1158","5","846"
"primefaces","1200","778","4","1378"
"sql-server-2008-r2","1198","933","4","1094"
"storyboard","1199","1120","4","872"
"ios4","1202","302","3","3649"
"raphael","1201","1159","3","846"
"symfony-2-0","1203","506","2","2208"
"internet-explorer-9","1204","756","2","1421"
"android-listview","1205","810","2","1298"
"drupal-7","1208","637","1","1725"
"playframework","1209","589","1","1879"
"coffeescript","1207","895","1","1145"
"flash-cs5","1206","1173","1","834"
